shipment_id,customer_id,customer_name,industry,origin_city,origin_region,destination_city,destination_region,transport_mode,carrier,commodity_type,weight_lbs,num_pallets,ship_date,delivery_date,transit_days,status,on_time_delivery,base_freight_cost,fuel_surcharge,accessorial_charges,total_freight_cost,cost_per_lb,damage_claim,damage_amount
SHP-000105,C008,SteelForge Ltd,Metals,"Seattle, WA",US-West,"New York, NY",US-East,Intermodal,SwiftHaul Logistics,High-Value Goods,36177.3,20,2024-11-22,2024-11-27,5,In Transit,,1783.54,157.24,0,1940.78,0.0536,False,0
SHP-000106,C013,PharmaDist Inc,Pharmaceuticals,"Houston, TX",US-South,"San Francisco, CA",US-West,Truck (FTL),SkyBridge Air Cargo,Raw Materials,38244.4,21,2024-01-20,2024-01-25,5,Delayed,,3851.21,488.76,452.93,4792.9,0.1253,False,0
SHP-000107,C012,EnergyFlow Corp,Energy,"Columbus, OH",US-Midwest,"Portland, OR",US-West,Intermodal,TransNational Freight,Fragile Items,31080.6,20,2024-04-23,2024-05-04,11,Delivered,True,1007.01,122.84,228.56,1358.41,0.0437,True,2673.8
SHP-000108,C004,MedSupply Corp,Healthcare,"Houston, TX",US-South,"Boston, MA",US-East,Intermodal,SwiftHaul Logistics,Machinery & Equipment,26839.5,13,2025-01-04,2025-01-09,5,Delivered,True,1363.45,199.66,0,1563.11,0.0582,False,0
SHP-000109,C013,PharmaDist Inc,Pharmaceuticals,"Louisville, KY",US-East,"Portland, OR",US-West,Truck (FTL),Continental Express,Raw Materials,30426.8,27,2024-03-10,2024-03-13,3,Delivered,True,3605.58,379.9,0,3985.48,0.131,False,0
SHP-000110,C002,GlobalTech Solutions,Electronics,"Columbus, OH",US-Midwest,"Vancouver, BC",Canada,Rail,BlueWave Shipping,General Merchandise,118282.5,75,2025-12-13,2025-12-25,12,Delivered,True,6209.83,605.51,232.31,7047.65,0.0596,False,0
SHP-000111,C002,GlobalTech Solutions,Electronics,"Memphis, TN",US-South,"New York, NY",US-East,Rail,IronRail Transport,General Merchandise,55904.6,50,2025-07-10,,,Cancelled,,1213.13,210.28,494.56,1917.97,0.0343,False,0
SHP-000112,C004,MedSupply Corp,Healthcare,"Atlanta, GA",US-South,"Phoenix, AZ",US-West,Truck (FTL),PrimeMove Carriers,Fragile Items,36973.7,26,2024-12-13,2024-12-15,2,Delivered,True,2773.03,332.77,478.24,3584.04,0.0969,False,0
SHP-000113,C015,ColdChain Express,Food & Beverage,"Louisville, KY",US-East,"Boston, MA",US-East,Truck (FTL),Continental Express,Refrigerated Goods,29098.1,18,2024-03-22,2024-03-25,3,Delivered,True,3078.58,414.21,0,3492.79,0.12,False,0
SHP-000114,C010,QuickRetail Group,Retail,"Dallas, TX",US-South,"San Francisco, CA",US-West,Ocean,Pacific Route Lines,Bulk Commodities,30754.0,19,2024-02-28,2024-03-17,18,Delivered,True,1110.22,127.96,137.28,1375.46,0.0447,False,0
SHP-000115,C009,AgroFarm Supplies,Agriculture,"Houston, TX",US-South,"New York, NY",US-East,Truck (LTL),Apex Freight Solutions,Raw Materials,1349.7,1,2025-08-03,2025-08-05,2,Delivered,True,162.1,23.43,0,185.53,0.1375,False,0
SHP-000116,C006,PetroChem Industries,Chemicals,"Seattle, WA",US-West,"Minneapolis, MN",US-Midwest,Truck (FTL),Apex Freight Solutions,Hazardous Materials,19678.0,13,2024-07-09,2024-07-13,4,In Transit,,1283.01,138.4,12.96,1434.37,0.0729,False,0
SHP-000117,C002,GlobalTech Solutions,Electronics,"Atlanta, GA",US-South,"Monterrey, MX",Mexico,Rail,Pacific Route Lines,Oversized Load,71403.8,70,2024-03-16,2024-03-28,12,In Transit,,4048.6,522.75,0,4571.35,0.064,False,0
SHP-000118,C002,GlobalTech Solutions,Electronics,"Seattle, WA",US-West,"Toronto, ON",Canada,Rail,TransNational Freight,Finished Products,72265.2,51,2024-06-27,2024-07-07,10,In Transit,,2312.49,221.42,350.11,2884.02,0.0399,False,0
SHP-000119,C004,MedSupply Corp,Healthcare,"Houston, TX",US-South,"Denver, CO",US-West,Intermodal,SwiftHaul Logistics,Bulk Commodities,50059.4,42,2024-03-29,2024-04-03,5,In Transit,,2673.17,476.63,0,3149.8,0.0629,False,0
SHP-000120,C012,EnergyFlow Corp,Energy,"Memphis, TN",US-South,"Portland, OR",US-West,Intermodal,Continental Express,Machinery & Equipment,18772.9,11,2024-05-11,2024-05-23,12,Delivered,True,861.68,75.32,258.68,1195.68,0.0637,False,0
SHP-000121,C003,FreshHarvest Foods,Food & Beverage,"Dallas, TX",US-South,"Portland, OR",US-West,Truck (FTL),TransNational Freight,Finished Products,17165.0,9,2025-06-15,2025-06-18,3,Delivered,True,909.75,157.82,0,1067.57,0.0622,False,0
SHP-000122,C011,PackLogic Systems,Packaging,"Louisville, KY",US-East,"Boston, MA",US-East,Truck (LTL),SkyBridge Air Cargo,Machinery & Equipment,1024.9,1,2025-10-01,2025-10-08,7,In Transit,,193.71,26.96,85.6,306.27,0.2988,False,0
SHP-000123,C014,AutoParts Direct,Automotive,"Los Angeles, CA",US-West,"Miami, FL",US-South,Truck (FTL),Apex Freight Solutions,Fragile Items,13432.3,8,2025-10-04,2025-10-12,8,Delayed,,1152.49,163.44,0,1315.93,0.098,False,0
SHP-000124,C004,MedSupply Corp,Healthcare,"Dallas, TX",US-South,"Boston, MA",US-East,Intermodal,TransNational Freight,General Merchandise,40772.4,20,2024-11-22,2024-12-01,9,Delivered,True,2209.86,221.88,156.29,2588.03,0.0635,False,0
SHP-000125,C006,PetroChem Industries,Chemicals,"Louisville, KY",US-East,"Portland, OR",US-West,Truck (FTL),PrimeMove Carriers,Oversized Load,9900.9,6,2025-01-28,2025-02-04,7,Delivered,True,752.47,70.8,0,823.27,0.0832,False,0
SHP-000126,C014,AutoParts Direct,Automotive,"Houston, TX",US-South,"Phoenix, AZ",US-West,Air Freight,PrimeMove Carriers,Oversized Load,838.7,1,2024-04-02,,,Cancelled,,2089.96,264.76,248.69,2603.41,3.1041,False,0
SHP-000127,C004,MedSupply Corp,Healthcare,"Columbus, OH",US-Midwest,"Phoenix, AZ",US-West,Truck (FTL),SwiftHaul Logistics,Fragile Items,28900.8,31,2024-01-09,2024-01-16,7,Delivered,True,3103.95,457.06,0,3561.01,0.1232,False,0
SHP-000128,C005,BuildRight Materials,Construction,"Seattle, WA",US-West,"Monterrey, MX",Mexico,Intermodal,PrimeMove Carriers,General Merchandise,13581.0,10,2025-01-30,2025-02-11,12,Delivered,True,789.06,91.73,0,880.79,0.0649,False,0
SHP-000129,C014,AutoParts Direct,Automotive,"Columbus, OH",US-Midwest,"Toronto, ON",Canada,Air Freight,TransNational Freight,Hazardous Materials,1999.8,1,2024-07-22,2024-07-25,3,Delivered,True,4179.18,476.04,377.48,5032.7,2.5166,False,0
SHP-000130,C001,Acme Manufacturing,Automotive,"Los Angeles, CA",US-West,"San Francisco, CA",US-West,Ocean,PrimeMove Carriers,Raw Materials,233924.4,235,2025-09-19,2025-10-23,34,In Transit,,6596.67,867.8,0,7464.47,0.0319,False,0
SHP-000131,C012,EnergyFlow Corp,Energy,"Atlanta, GA",US-South,"Nashville, TN",US-South,Rail,Heartland Trucking,Finished Products,108172.4,54,2024-12-05,2024-12-11,6,In Transit,,4597.33,586.11,0,5183.44,0.0479,False,0
SHP-000132,C013,PharmaDist Inc,Pharmaceuticals,"Los Angeles, CA",US-West,"Nashville, TN",US-South,Intermodal,SkyBridge Air Cargo,Machinery & Equipment,25928.0,14,2025-01-24,2025-01-30,6,In Transit,,845.25,108.23,360.59,1314.07,0.0507,False,0
SHP-000133,C010,QuickRetail Group,Retail,"Chicago, IL",US-Midwest,"Denver, CO",US-West,Truck (FTL),Pacific Route Lines,Bulk Commodities,11057.3,11,2024-03-04,2024-03-10,6,Delivered,True,1052.65,127.41,460.26,1640.32,0.1483,False,0
SHP-000134,C006,PetroChem Industries,Chemicals,"Memphis, TN",US-South,"Portland, OR",US-West,Intermodal,PrimeMove Carriers,Hazardous Materials,73848.7,48,2025-10-20,2025-10-28,8,Delivered,True,3478.27,401.49,360.46,4240.22,0.0574,False,0
SHP-000135,C004,MedSupply Corp,Healthcare,"Atlanta, GA",US-South,"Portland, OR",US-West,Rail,IronRail Transport,Fragile Items,72020.7,37,2024-12-23,,,Cancelled,,2038.19,306.74,0,2344.93,0.0326,False,0
SHP-000136,C005,BuildRight Materials,Construction,"Atlanta, GA",US-South,"Miami, FL",US-South,Air Freight,Heartland Trucking,High-Value Goods,4101.0,4,2024-10-21,2024-10-24,3,Delivered,True,9880.13,1585.38,0,11465.51,2.7958,False,0
SHP-000137,C011,PackLogic Systems,Packaging,"Atlanta, GA",US-South,"Vancouver, BC",Canada,Intermodal,IronRail Transport,Oversized Load,47700.5,43,2025-09-22,,,Cancelled,,3658.63,547.39,0,4206.02,0.0882,False,0
SHP-000138,C009,AgroFarm Supplies,Agriculture,"Newark, NJ",US-East,"Toronto, ON",Canada,Truck (LTL),SwiftHaul Logistics,Refrigerated Goods,3369.9,2,2025-07-17,2025-07-21,4,Delivered,True,540.19,80.01,0,620.2,0.184,False,0
SHP-000139,C015,ColdChain Express,Food & Beverage,"Memphis, TN",US-South,"Minneapolis, MN",US-Midwest,Ocean,IronRail Transport,Fragile Items,149853.5,115,2024-02-08,2024-03-04,25,Delivered,True,1768.27,277.39,116.11,2161.77,0.0144,False,0
SHP-000140,C015,ColdChain Express,Food & Beverage,"Los Angeles, CA",US-West,"Detroit, MI",US-Midwest,Intermodal,BlueWave Shipping,Fragile Items,10648.7,7,2025-10-18,2025-10-30,12,Delivered,True,621.88,56.42,142.28,820.58,0.0771,False,0
SHP-000141,C003,FreshHarvest Foods,Food & Beverage,"Louisville, KY",US-East,"Minneapolis, MN",US-Midwest,Rail,IronRail Transport,Refrigerated Goods,49249.0,33,2024-12-11,2024-12-20,9,Delivered,True,1891.16,199.95,0,2091.11,0.0425,False,0
SHP-000142,C003,FreshHarvest Foods,Food & Beverage,"Columbus, OH",US-Midwest,"Toronto, ON",Canada,Intermodal,Continental Express,Finished Products,16071.6,19,2024-11-27,2024-12-04,7,Delivered,True,1020.55,100.5,0,1121.05,0.0698,False,0
SHP-000143,C008,SteelForge Ltd,Metals,"Atlanta, GA",US-South,"Phoenix, AZ",US-West,Rail,Apex Freight Solutions,Machinery & Equipment,67079.6,41,2024-06-12,2024-06-23,11,Delivered,True,2307.54,239.13,232.7,2779.37,0.0414,False,0
SHP-000144,C015,ColdChain Express,Food & Beverage,"Atlanta, GA",US-South,"Vancouver, BC",Canada,Truck (FTL),SkyBridge Air Cargo,Bulk Commodities,13834.0,8,2025-01-17,2025-01-21,4,In Transit,,1613.04,206.18,494.42,2313.64,0.1672,False,0
SHP-000145,C013,PharmaDist Inc,Pharmaceuticals,"Louisville, KY",US-East,"Monterrey, MX",Mexico,Ocean,IronRail Transport,Oversized Load,379822.4,211,2024-03-20,2024-04-11,22,Delayed,,13749.57,1212.53,351.88,15313.98,0.0403,False,0
SHP-000146,C004,MedSupply Corp,Healthcare,"Columbus, OH",US-Midwest,"Portland, OR",US-West,Truck (LTL),BlueWave Shipping,Bulk Commodities,5251.4,2,2025-06-06,,,Cancelled,,524.09,52.69,45.47,622.25,0.1185,False,0
SHP-000147,C009,AgroFarm Supplies,Agriculture,"Dallas, TX",US-South,"Minneapolis, MN",US-Midwest,Air Freight,SwiftHaul Logistics,Finished Products,3380.2,3,2024-01-04,2024-01-07,3,Delivered,True,3773.32,310.08,0,4083.4,1.208,False,0
SHP-000148,C007,TextileWorld Inc,Textiles,"Seattle, WA",US-West,"Vancouver, BC",Canada,Truck (FTL),Heartland Trucking,General Merchandise,44445.5,28,2024-05-18,2024-05-25,7,Delivered,True,3457.86,375.9,0,3833.76,0.0863,False,0
SHP-000149,C007,TextileWorld Inc,Textiles,"Seattle, WA",US-West,"Detroit, MI",US-Midwest,Intermodal,Continental Express,High-Value Goods,57791.1,45,2024-07-01,2024-07-13,12,Delivered,True,3646.62,488.39,173.88,4308.89,0.0746,False,0
SHP-000150,C004,MedSupply Corp,Healthcare,"Los Angeles, CA",US-West,"Monterrey, MX",Mexico,Truck (FTL),SkyBridge Air Cargo,Raw Materials,33763.8,29,2025-04-16,2025-04-21,5,Delayed,,2495.14,294.25,0,2789.39,0.0826,False,0
SHP-000151,C012,EnergyFlow Corp,Energy,"Chicago, IL",US-Midwest,"New York, NY",US-East,Ocean,Continental Express,Machinery & Equipment,468756.6,350,2025-08-31,,,Cancelled,,17203.37,1790.3,0,18993.67,0.0405,False,0
SHP-000152,C014,AutoParts Direct,Automotive,"Los Angeles, CA",US-West,"Denver, CO",US-West,Ocean,SwiftHaul Logistics,High-Value Goods,124826.2,115,2025-05-30,2025-07-01,32,Delivered,True,2059.63,342.67,0,2402.3,0.0192,False,0
SHP-000153,C010,QuickRetail Group,Retail,"Seattle, WA",US-West,"Nashville, TN",US-South,Air Freight,PrimeMove Carriers,Oversized Load,4387.5,2,2025-07-24,2025-07-27,3,Delivered,True,10843.27,1432.67,137.58,12413.52,2.8293,False,0
SHP-000154,C011,PackLogic Systems,Packaging,"Dallas, TX",US-South,"Portland, OR",US-West,Intermodal,SwiftHaul Logistics,Bulk Commodities,56994.0,41,2025-01-20,2025-01-31,11,Delayed,,3949.68,441.86,74.61,4466.15,0.0784,False,0
SHP-000155,C005,BuildRight Materials,Construction,"Houston, TX",US-South,"Monterrey, MX",Mexico,Intermodal,SwiftHaul Logistics,Finished Products,77745.0,49,2024-07-27,2024-08-05,9,Delivered,True,4501.44,420.48,0,4921.92,0.0633,False,0
SHP-000156,C014,AutoParts Direct,Automotive,"Seattle, WA",US-West,"Miami, FL",US-South,Air Freight,IronRail Transport,General Merchandise,1917.0,1,2025-08-24,2025-08-27,3,Delivered,True,3277.88,275.19,0,3553.07,1.8535,False,0
SHP-000157,C004,MedSupply Corp,Healthcare,"Seattle, WA",US-West,"Boston, MA",US-East,Truck (FTL),IronRail Transport,Oversized Load,9692.6,7,2025-09-10,2025-09-18,8,Delayed,,1163.11,148.75,0,1311.86,0.1353,False,0
SHP-000158,C006,PetroChem Industries,Chemicals,"Atlanta, GA",US-South,"Detroit, MI",US-Midwest,Intermodal,Heartland Trucking,Bulk Commodities,28309.3,14,2025-04-25,2025-05-04,9,Delivered,True,1574.0,204.19,0,1778.19,0.0628,False,0
SHP-000159,C007,TextileWorld Inc,Textiles,"Los Angeles, CA",US-West,"Nashville, TN",US-South,Truck (LTL),BlueWave Shipping,General Merchandise,5577.8,5,2024-07-19,2024-07-26,7,Delivered,True,1000.1,152.02,0,1152.12,0.2066,False,0
SHP-000160,C004,MedSupply Corp,Healthcare,"Memphis, TN",US-South,"Portland, OR",US-West,Ocean,PrimeMove Carriers,Fragile Items,412580.1,426,2024-12-26,,,Cancelled,,16090.62,2319.78,84.12,18494.52,0.0448,False,0
SHP-000161,C003,FreshHarvest Foods,Food & Beverage,"Louisville, KY",US-East,"Toronto, ON",Canada,Truck (FTL),Heartland Trucking,General Merchandise,38867.9,44,2025-10-07,,,Cancelled,,4493.13,659.69,206.2,5359.02,0.1379,False,0
SHP-000162,C004,MedSupply Corp,Healthcare,"Louisville, KY",US-East,"Minneapolis, MN",US-Midwest,Rail,SwiftHaul Logistics,Machinery & Equipment,140015.9,170,2025-07-18,2025-07-30,12,Delayed,,6258.71,803.12,3.31,7065.14,0.0505,False,0
SHP-000163,C009,AgroFarm Supplies,Agriculture,"Atlanta, GA",US-South,"New York, NY",US-East,Air Freight,Continental Express,Hazardous Materials,4594.3,2,2024-12-28,2024-12-30,2,Delivered,True,7115.65,740.72,126.21,7982.58,1.7375,False,0
SHP-000164,C007,TextileWorld Inc,Textiles,"Memphis, TN",US-South,"Nashville, TN",US-South,Truck (LTL),IronRail Transport,Fragile Items,8297.8,5,2025-02-19,2025-03-03,12,Delayed,,777.5,139.3,15.84,932.64,0.1124,False,0
SHP-000165,C001,Acme Manufacturing,Automotive,"Houston, TX",US-South,"Miami, FL",US-South,Intermodal,Continental Express,Bulk Commodities,78413.0,69,2025-12-09,2025-12-20,11,In Transit,,6171.1,1045.87,114.88,7331.85,0.0935,False,0
SHP-000166,C011,PackLogic Systems,Packaging,"Atlanta, GA",US-South,"Portland, OR",US-West,Air Freight,SwiftHaul Logistics,Hazardous Materials,1606.7,1,2025-02-11,,,Cancelled,,3892.87,539.96,356.36,4789.19,2.9808,False,0
SHP-000167,C010,QuickRetail Group,Retail,"Dallas, TX",US-South,"Toronto, ON",Canada,Air Freight,PrimeMove Carriers,High-Value Goods,3711.7,4,2024-12-20,,,Cancelled,,7724.05,1150.35,0,8874.4,2.3909,False,0
SHP-000168,C002,GlobalTech Solutions,Electronics,"Seattle, WA",US-West,"Nashville, TN",US-South,Air Freight,Apex Freight Solutions,High-Value Goods,1665.6,1,2025-07-20,,,Cancelled,,2945.11,466.37,114.07,3525.55,2.1167,False,0
SHP-000169,C011,PackLogic Systems,Packaging,"Dallas, TX",US-South,"Miami, FL",US-South,Air Freight,SkyBridge Air Cargo,Oversized Load,413.9,1,2025-02-02,2025-02-07,5,Delayed,,428.76,50.59,77.14,556.49,1.3445,True,1679.68
SHP-000170,C006,PetroChem Industries,Chemicals,"Atlanta, GA",US-South,"Miami, FL",US-South,Truck (LTL),TransNational Freight,Hazardous Materials,4543.6,4,2024-12-28,2025-01-07,10,Delivered,True,791.95,95.67,0,887.62,0.1954,False,0
SHP-000171,C006,PetroChem Industries,Chemicals,"Dallas, TX",US-South,"New York, NY",US-East,Rail,Continental Express,High-Value Goods,35245.9,35,2024-06-22,,,Cancelled,,1973.77,336.57,285.98,2596.32,0.0737,False,0
SHP-000172,C005,BuildRight Materials,Construction,"Memphis, TN",US-South,"San Francisco, CA",US-West,Truck (FTL),BlueWave Shipping,High-Value Goods,21844.1,14,2024-09-09,2024-09-15,6,Delivered,True,1719.13,150.75,0,1869.88,0.0856,False,0
SHP-000173,C004,MedSupply Corp,Healthcare,"Memphis, TN",US-South,"Miami, FL",US-South,Truck (LTL),SkyBridge Air Cargo,General Merchandise,3389.0,1,2024-12-08,2024-12-16,8,Delivered,True,628.32,100.79,0,729.11,0.2151,False,0
SHP-000174,C010,QuickRetail Group,Retail,"Houston, TX",US-South,"Boston, MA",US-East,Rail,Apex Freight Solutions,Oversized Load,76553.0,39,2025-12-12,2025-12-24,12,Delivered,True,4486.01,793.45,0,5279.46,0.069,False,0
SHP-000175,C006,PetroChem Industries,Chemicals,"Dallas, TX",US-South,"Boston, MA",US-East,Intermodal,PrimeMove Carriers,Refrigerated Goods,23986.0,18,2025-04-17,2025-04-24,7,In Transit,,1916.48,187.8,13.46,2117.74,0.0883,False,0
SHP-000176,C012,EnergyFlow Corp,Energy,"Chicago, IL",US-Midwest,"Monterrey, MX",Mexico,Intermodal,Pacific Route Lines,Hazardous Materials,31198.3,24,2025-04-04,2025-04-20,16,Delayed,,1329.05,126.81,188.5,1644.36,0.0527,False,0
SHP-000177,C015,ColdChain Express,Food & Beverage,"Dallas, TX",US-South,"Portland, OR",US-West,Truck (FTL),PrimeMove Carriers,Finished Products,30527.2,35,2025-10-24,2025-10-29,5,In Transit,,1428.67,224.15,177.5,1830.32,0.06,False,0
SHP-000178,C011,PackLogic Systems,Packaging,"Dallas, TX",US-South,"Monterrey, MX",Mexico,Rail,Continental Express,Refrigerated Goods,37749.2,30,2024-08-14,2024-08-26,12,Delivered,True,1090.95,168.75,343.83,1603.53,0.0425,False,0
SHP-000179,C011,PackLogic Systems,Packaging,"Columbus, OH",US-Midwest,"Vancouver, BC",Canada,Air Freight,BlueWave Shipping,Bulk Commodities,2439.7,2,2024-05-25,2024-05-27,2,Delivered,True,2661.47,457.92,0,3119.39,1.2786,False,0
SHP-000180,C004,MedSupply Corp,Healthcare,"Louisville, KY",US-East,"Minneapolis, MN",US-Midwest,Rail,Pacific Route Lines,Refrigerated Goods,149958.9,181,2025-12-28,2026-01-03,6,Delivered,True,5713.43,495.45,0,6208.88,0.0414,False,0
SHP-000181,C002,GlobalTech Solutions,Electronics,"Houston, TX",US-South,"Vancouver, BC",Canada,Truck (LTL),Heartland Trucking,Hazardous Materials,1685.3,1,2025-02-18,2025-02-22,4,In Transit,,295.26,51.92,0,347.18,0.206,False,0
SHP-000182,C007,TextileWorld Inc,Textiles,"Los Angeles, CA",US-West,"Vancouver, BC",Canada,Air Freight,IronRail Transport,Raw Materials,2176.3,1,2025-12-21,2025-12-22,1,In Transit,,1107.52,112.39,0,1219.91,0.5605,False,0
SHP-000183,C009,AgroFarm Supplies,Agriculture,"Houston, TX",US-South,"Phoenix, AZ",US-West,Rail,IronRail Transport,Raw Materials,67223.6,44,2025-09-17,2025-09-28,11,Delivered,True,3663.69,486.43,298.49,4448.61,0.0662,False,0
SHP-000184,C014,AutoParts Direct,Automotive,"Memphis, TN",US-South,"Nashville, TN",US-South,Truck (LTL),SkyBridge Air Cargo,Machinery & Equipment,939.0,1,2024-07-06,2024-07-13,7,In Transit,,96.53,8.86,0,105.39,0.1122,False,0
SHP-000185,C007,TextileWorld Inc,Textiles,"Columbus, OH",US-Midwest,"San Francisco, CA",US-West,Air Freight,Continental Express,High-Value Goods,2459.0,2,2024-06-19,2024-06-21,2,Delivered,True,3872.43,665.73,86.62,4624.78,1.8808,False,0
SHP-000186,C014,AutoParts Direct,Automotive,"Memphis, TN",US-South,"Nashville, TN",US-South,Truck (FTL),PrimeMove Carriers,General Merchandise,10461.4,8,2025-12-02,2025-12-06,4,Delivered,True,1100.54,194.12,247.48,1542.14,0.1474,False,0
SHP-000187,C008,SteelForge Ltd,Metals,"Houston, TX",US-South,"Miami, FL",US-South,Air Freight,SwiftHaul Logistics,Oversized Load,211.8,1,2025-05-22,2025-05-25,3,Delivered,True,201.15,21.9,282.83,505.88,2.3885,False,0
SHP-000188,C005,BuildRight Materials,Construction,"Louisville, KY",US-East,"Phoenix, AZ",US-West,Air Freight,SwiftHaul Logistics,Raw Materials,1131.8,1,2024-02-03,2024-02-05,2,In Transit,,1528.27,234.74,123.77,1886.78,1.6671,False,0
SHP-000189,C002,GlobalTech Solutions,Electronics,"Memphis, TN",US-South,"Miami, FL",US-South,Truck (LTL),IronRail Transport,Machinery & Equipment,3571.2,2,2024-05-22,2024-05-29,7,Delayed,,717.1,102.74,0,819.84,0.2296,False,0
SHP-000190,C009,AgroFarm Supplies,Agriculture,"Atlanta, GA",US-South,"Nashville, TN",US-South,Air Freight,BlueWave Shipping,Bulk Commodities,1498.5,1,2024-04-07,2024-04-12,5,Delayed,,2465.78,432.1,450.08,3347.96,2.2342,False,0
SHP-000191,C014,AutoParts Direct,Automotive,"Houston, TX",US-South,"Vancouver, BC",Canada,Truck (LTL),IronRail Transport,Hazardous Materials,3288.8,2,2024-05-25,2024-06-04,10,Delayed,,401.56,66.0,0,467.56,0.1422,False,0
SHP-000192,C013,PharmaDist Inc,Pharmaceuticals,"Chicago, IL",US-Midwest,"Detroit, MI",US-Midwest,Air Freight,SkyBridge Air Cargo,Bulk Commodities,4753.8,2,2025-04-14,2025-04-17,3,Delivered,True,5488.74,440.46,366.36,6295.56,1.3243,False,0
SHP-000193,C002,GlobalTech Solutions,Electronics,"Louisville, KY",US-East,"Detroit, MI",US-Midwest,Truck (LTL),Continental Express,Oversized Load,2758.5,1,2025-05-11,2025-05-18,7,Delivered,True,609.08,69.3,283.07,961.45,0.3485,False,0
SHP-000194,C001,Acme Manufacturing,Automotive,"Chicago, IL",US-Midwest,"Toronto, ON",Canada,Intermodal,SwiftHaul Logistics,Refrigerated Goods,21058.8,21,2024-05-15,,,Cancelled,,1111.9,199.24,497.85,1808.99,0.0859,False,0
SHP-000195,C005,BuildRight Materials,Construction,"Chicago, IL",US-Midwest,"Toronto, ON",Canada,Rail,SkyBridge Air Cargo,Refrigerated Goods,139611.6,87,2024-08-27,2024-09-07,11,Delivered,True,6422.13,547.03,362.99,7332.15,0.0525,False,0
